subject,session,total,interactions,practice_01,practice_02,practice_03,practice_04,comprehension,age,gender-categorical,gender-free-response,ethnicity,race,language,fluency,difficulty,fun,clarity,strategy,feedback
w4u5fyb4l8txisrn7guj311e,2,18.35,0,4,4,5,4,0,,,,,,,,4,4,4,I did not use any particular strategy. I guess just memory.,No comments.
w4u5fyb4l8txisrn7guj311e,3,18.15,4,4,4,4,4,0,,,,,,,,3,4,4,I did not use any particular strategy.,No comments.
w59ijq0mwm34n9tie6kdf4h3,1,25.14,4,8,4,4,4,0,34,Female,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,2,4,5,"No, none.",N/A
w59ijq0mwm34n9tie6kdf4h3,3,24.99,2,6,4,4,4,0,,,,,,,,2,3,5,"No, I had no strategy.",N/A
w5f8dys2vp9d5jmbzr1apeac,1,20.52,2,9,5,6,4,0,30,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,3,5,No,Thanks!
wgcsr4pnqf9h06ddy7r1g63l,1,20.56,0,8,4,4,4,0,40,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,I tried to remember which letters were more prone to need repair.,This was definitely a challenge. I feel I did better on block 1 than block 2 and not sure if it was set up this way.
wgcsr4pnqf9h06ddy7r1g63l,2,19.56,0,4,4,4,4,0,,,,,,,,2,4,5,Toward the end I tried to study the patterns of just a few symbols rather than try to remember how often each of them needed repaired. It's hard to have a grand strategy that is extremely effective because of the overall randomness of the task.,I enjoy this task quite a bit because of the challenge it presents. I look forward to doing more repair work in the future.
wgcsr4pnqf9h06ddy7r1g63l,3,20.69,1,4,4,4,4,0,,,,,,,,2,4,5,On the first block I tried to concentrate on learning a select few tendencies. On the second block I zoned in on trying to learn them all and felt like I did much better.,This was very interesting but it frustrated me sometimes trying to figure out the tendencies.
wjuznyire06f4o925gpxsrj9,1,36.23,80,4,5,6,10,0,41,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,"I tried to pay attention and notice which letters on the robots tended to be closer to 50/50 in terms of correct/incorrect and I opted not to press space bar for those.  Then I would devote more attention to the letters that more frequently needed a press of the spacebar...  For those letters, I would try to come up with a simple pneumonic.  For instance, it seemed that V and K required pressing the space bar, so I remembers V and K as 'Viking' and I would say that over-and-over in my head.",I found that the HIT timer was about to run-out so I submitted the HIT with my worker ID and I will send a follow-up message with the completion code as soon as I complete the post-task survey
wjuznyire06f4o925gpxsrj9,2,79.34,21,4,6,4,4,0,,,,,,,,2,4,5,"I found that the robots which had symbols that were red were a lot more unpredictable (often 50/50 correct/incorrect) whereas blue was much more consistent, so I focused on memorizing whether or not to press SPACE for the blue ones.","I accidentally during the training and was answering the opposite of what I was supposed to for the red light robots, and then received an error message saying I wasn't fully engaged.  I realized my mistake (fortunately during the training) and corrected what I was doing during the task, so hopefully I scored well!  This was fun!  Thanks!"
wjuznyire06f4o925gpxsrj9,3,466.66,39,4,4,4,4,0,,,,,,,,2,3,5,"I tried to pay attention and notice which letters on the robots tended to be closer to 50/50 in terms of correct/incorrect and I opted not to press space bar for those.  Then I would devote more attention to the letters that more frequently needed a press of the spacebar...  For those letters, I would try to come up with a simple pneumonic.  For instance, it seemed that V and K required pressing the space bar, so I remembers V and K as 'Viking' but this was of limited.  However, for this game it was quite hard to predict each card/shape and it seemed like it was more frequent then 50% of the time.",Thank you !  THis was quite challenging!
wvxc74j4ohslqm4o8iucrf1m,1,25.11,2,4,5,4,4,0,32,Male,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,2,5,2,I just tried to keep track of each shape in my mind. I didn't really use any stradigies. ,
wvxc74j4ohslqm4o8iucrf1m,2,28.0,0,4,5,4,4,0,,,,,,,,2,4,4,"This is my second time doing this study. If you want to call it a strategy, I just tried to memorize the good letters and the bad ones.","This was much better than the first study. While It's still somewhat difficult to be completely certain about whether you should repair or not, It's much easier to work with letters as oppose to the random shapes."
wvxc74j4ohslqm4o8iucrf1m,3,24.83,0,4,4,4,4,0,,,,,,,,1,4,4,I just tried my best to memorize each shape. ,"This was my third time doing this task. I have to say the shapes are much more difficult to work with than letters from last week. Because the shapes are illegible, a lot of them often look identical in shape. "
x32rr4ba92bopp11m9iyqmup,1,22.75,11,4,8,4,4,0,27,Female,,Hispanic or Latino,['White'],Yes,Very well,2,3,5,No,No
x32rr4ba92bopp11m9iyqmup,2,20.3,17,4,4,4,4,0,,,,,,,,4,3,5,No,No
x32rr4ba92bopp11m9iyqmup,3,18.31,5,5,4,4,4,0,,,,,,,,5,3,5,No,No
xbdh78jr4g6izcaai9ep7mom,1,22.9,0,14,4,4,4,0,32,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,3,5,Just try to memorize.,No
xbdh78jr4g6izcaai9ep7mom,2,19.8,0,4,4,4,4,0,,,,,,,,4,3,5,Just try to memorize.,No
xbdh78jr4g6izcaai9ep7mom,3,19.68,0,6,4,4,4,0,,,,,,,,3,3,5,Just try to memorize.,No
xjfwo1k2qutfq0emv06h25g4,1,32.57,10,4,6,4,4,0,31,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,3,5,"No, just tried to find patterns","Nope, all ran smoothly. Thanks!"
xjfwo1k2qutfq0emv06h25g4,2,21.86,0,4,4,4,4,0,,,,,,,,4,3,5,"No, just tried to find patterns and stick to the letters I knew were +10 more often than not",Thank You!
xjfwo1k2qutfq0emv06h25g4,3,55.7,6,5,4,4,4,0,,,,,,,,2,4,5,"No, just tried to find patterns",
xux0m9z0l4hzrqcyyj9hhli6,1,22.53,2,4,5,4,5,0,53,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,Just tried to remember the designs on the chest,None
xux0m9z0l4hzrqcyyj9hhli6,2,22.16,6,4,4,4,4,0,,,,,,,,4,5,5,Just tried to remember what the symbol on their chest was,
xux0m9z0l4hzrqcyyj9hhli6,3,19.05,0,4,4,4,4,0,,,,,,,,2,5,5,Just tried to remember the designs on the chest,"Thank you for this, I enjoy it very much!"
xvvfx6l6tl992j08612oxf20,1,27.15,4,4,12,4,4,0,44,Female,,Not Hispanic or Latino,['White'],Yes,Very well,5,5,5,none,none
xvvfx6l6tl992j08612oxf20,2,21.77,2,4,5,4,4,0,,,,,,,,3,5,5,none,none
xvvfx6l6tl992j08612oxf20,3,27.84,8,5,7,4,4,0,,,,,,,,5,5,5,none,
y2g3nbh9r6arqdmk4elmwvgh,1,22.22,3,8,5,5,5,0,54,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,just tried to memorize what gained and lost more points,thank you for the opportunity to participate
y2g3nbh9r6arqdmk4elmwvgh,2,21.65,3,4,8,4,4,0,,,,,,,,2,5,5,just my memory,thank you for the opportunity to participate in this fun task again.
y2g3nbh9r6arqdmk4elmwvgh,3,19.27,3,4,4,4,4,0,,,,,,,,2,5,5,"No strategy, just used my memory",thank you for the opportunity to participate again. This was a fun study!
yl7dsryx5cewre22ixaoflv7,1,18.92,32,5,6,5,4,0,27,Male,,Not Hispanic or Latino,"['American Indian/Alaska Native', 'White']",Yes,Very well,4,5,5,didn't write anything down,"nope, good HiT"
yl7dsryx5cewre22ixaoflv7,3,17.33,2,4,4,4,4,0,,,,,,,,4,4,5,not in particular,
yy7cxf0b9a83n74z3fwgvlpv,1,20.72,10,9,4,7,4,0,25,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,5,Just tried to remember the patterns of the letters based on how often they gave the most points.,
yy7cxf0b9a83n74z3fwgvlpv,2,20.59,4,8,5,7,4,0,,,,,,,,4,4,5,Tried to keep in mind the symbols and if they are usually broken or not.,
yy7cxf0b9a83n74z3fwgvlpv,3,19.7,10,4,4,4,4,0,,,,,,,,4,3,5,Tried to keep in mind the symbols and if they are usually broken or not.,
zcy7m04afz3tffovycmvepgq,1,23.22,2,4,18,10,6,0,41,Female,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,4,2,5,I did not.,No.
zveff0eq21i2ivm84keso6ft,1,24.75,2,4,5,7,11,0,48,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,5,5,letter on chest,no
zyflm7syc9jzpjpkv8k25xn3,1,19.52,2,4,4,8,4,0,47,Female,,Hispanic or Latino,['White'],Yes,Very well,1,4,5,trying to just remember the ones to press,
zyflm7syc9jzpjpkv8k25xn3,2,26.49,0,4,6,5,4,0,,,,,,,,1,4,4,tried to keep in mind only those I should press and ignore the rest. Otherwise it gets too unwieldy.,A number of these seemed 50/50 with needing to be repaired or not
zyflm7syc9jzpjpkv8k25xn3,3,18.93,0,5,4,6,6,1,,,,,,,,2,4,5,"just remembering which ones that I need to press space for and ignoring all the rest, keep repeating the sequence in my head so as not to forget it.",
